,customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category,state,age_range
26,32,138,7,2823.12,4,2,3,423,Silver,NSW,"(36.75, 54.5]"
3156,3342,100,7,2820.79,4,2,3,423,Silver,NSW,"(36.75, 54.5]"
878,933,0,5,2817.6299999999997,1,3,3,133,Diamond,QLD,"(54.5, 72.25]"
2566,2711,63,6,2814.87,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1299,1377,75,5,2814.08,3,3,3,333,Silver,QLD,"(18.929, 36.75]"
441,466,40,7,2813.6600000000003,2,2,3,223,Platinum,NSW,"(54.5, 72.25]"
2178,2300,17,4,2812.1099999999997,1,4,3,143,Platinum,QLD,"(36.75, 54.5]"
1451,1535,104,5,2811.9700000000003,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
827,878,79,3,2809.7499999999995,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
1773,1873,8,4,2807.58,1,4,3,143,Platinum,VIC,"(18.929, 36.75]"
3168,3356,4,5,2799.7000000000003,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1207,1280,106,4,2799.4199999999996,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
3146,3332,5,6,2799.2599999999998,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
873,928,11,8,2798.72,1,1,3,113,Diamond,NSW,"(36.75, 54.5]"
2466,2604,86,6,2795.79,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
493,523,18,6,2795.7700000000004,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
759,805,122,6,2795.75,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
2152,2273,26,10,2795.3400000000006,2,1,3,213,Platinum,VIC,"(36.75, 54.5]"
2004,2119,67,4,2795.32,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
3190,3380,63,5,2793.8100000000004,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1223,1296,130,4,2793.2700000000004,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
912,969,17,5,2793.0499999999997,1,3,3,133,Diamond,VIC,"(18.929, 36.75]"
1866,1972,0,4,2792.56,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
3139,3323,115,5,2791.6,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
421,442,13,7,2789.25,1,2,3,123,Diamond,VIC,"(36.75, 54.5]"
823,874,46,8,2786.56,3,1,3,313,Gold,NSW,"(36.75, 54.5]"
750,795,18,5,2785.9800000000005,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
284,304,80,9,2785.04,3,1,3,313,Gold,QLD,"(54.5, 72.25]"
1740,1839,49,7,2784.0,3,2,3,323,Gold,QLD,"(36.75, 54.5]"
483,511,11,5,2782.8799999999997,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
426,447,0,6,2781.88,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
1588,1677,98,8,2781.5599999999995,4,1,3,413,Silver,VIC,"(54.5, 72.25]"
320,340,30,8,2781.36,2,1,3,213,Platinum,NSW,"(36.75, 54.5]"
123,132,7,6,2780.7200000000003,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
1568,1657,61,6,2779.96,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
3276,3472,5,6,2779.5800000000004,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
2252,2378,10,5,2777.4799999999996,1,3,3,133,Diamond,VIC,"(18.929, 36.75]"
2354,2488,18,6,2774.4800000000005,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
2550,2693,1,6,2772.3099999999995,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
2599,2745,267,2,2772.1,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
2860,3020,22,12,2771.4799999999996,2,1,3,213,Platinum,NSW,"(54.5, 72.25]"
981,1042,35,3,2771.37,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
832,884,1,5,2770.8500000000004,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
2771,2925,93,5,2770.16,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
1620,1711,41,7,2769.4500000000003,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
2787,2941,172,5,2769.25,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
1977,2091,211,3,2764.6099999999997,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
3074,3250,85,6,2762.5299999999997,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
3026,3197,3,5,2762.32,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2059,2177,98,5,2762.18,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
2949,3114,3,6,2760.9900000000002,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
1291,1367,11,7,2760.2800000000007,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2637,2783,73,11,2757.77,3,1,3,313,Gold,NSW,"(54.5, 72.25]"
2326,2457,52,6,2757.23,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1778,1878,32,6,2755.93,2,3,3,233,Gold,VIC,"(18.929, 36.75]"
510,541,137,5,2755.28,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
3296,3494,4,4,2755.1099999999997,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
546,578,199,7,2754.81,4,2,3,423,Silver,NSW,"(36.75, 54.5]"
120,129,178,4,2753.7499999999995,4,4,3,443,Bronze,QLD,"(36.75, 54.5]"
1002,1065,79,6,2753.3199999999997,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
418,439,99,6,2750.24,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
1434,1518,31,5,2749.4,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
3119,3299,30,5,2747.5699999999997,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
2395,2530,9,7,2746.9300000000003,1,2,3,123,Diamond,VIC,"(54.5, 72.25]"
2079,2198,25,4,2745.09,2,4,3,243,Gold,QLD,"(54.5, 72.25]"
1673,1769,36,6,2744.36,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1287,1363,24,7,2744.3399999999997,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
2098,2218,21,3,2743.56,2,4,3,243,Gold,NSW,"(18.929, 36.75]"
2657,2803,30,6,2743.41,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
1059,1124,44,3,2742.04,2,4,3,243,Gold,VIC,"(36.75, 54.5]"
2231,2357,40,4,2741.81,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
2912,3075,81,6,2741.29,3,3,3,333,Silver,QLD,"(54.5, 72.25]"
3138,3320,137,10,2739.5000000000005,4,1,3,413,Silver,VIC,"(54.5, 72.25]"
934,993,0,9,2738.8900000000003,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
62,70,4,5,2736.8999999999996,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
464,491,68,7,2735.7099999999996,3,2,3,323,Gold,NSW,"(36.75, 54.5]"
1285,1361,28,7,2731.9199999999996,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
2255,2381,29,7,2731.88,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
2896,3059,142,2,2731.31,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
1330,1408,10,3,2731.09,1,4,3,143,Platinum,VIC,"(18.929, 36.75]"
3211,3404,51,5,2729.79,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
2966,3131,17,8,2725.7599999999998,1,1,3,113,Diamond,NSW,"(36.75, 54.5]"
1647,1741,64,3,2725.13,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
2272,2399,38,6,2724.93,2,3,3,233,Gold,NSW,"(54.5, 72.25]"
2002,2117,24,5,2724.75,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
1308,1386,106,3,2724.72,4,4,3,443,Bronze,QLD,"(18.929, 36.75]"
1440,1524,37,8,2724.5199999999995,2,1,3,213,Platinum,VIC,"(54.5, 72.25]"
608,642,24,7,2724.29,2,2,3,223,Platinum,QLD,"(54.5, 72.25]"
1010,1073,17,6,2723.99,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2092,2212,41,6,2722.7200000000003,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
1340,1418,86,6,2721.1400000000003,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
2640,2786,3,6,2718.2899999999995,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
2767,2921,57,5,2718.2800000000007,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
2931,3096,15,3,2717.0999999999995,1,4,3,143,Platinum,VIC,"(18.929, 36.75]"
1891,1998,156,4,2715.83,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
2194,2317,53,5,2715.29,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
458,485,14,6,2715.28,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
476,504,136,8,2714.7599999999998,4,1,3,413,Silver,NSW,"(36.75, 54.5]"
1904,2012,13,5,2714.3,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
2156,2277,36,4,2713.7200000000003,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
1279,1355,8,5,2713.7200000000003,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
2870,3030,24,7,2713.3799999999997,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
250,268,69,4,2713.19,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
1040,1105,16,2,2712.5699999999997,1,4,3,143,Platinum,VIC,"(54.5, 72.25]"
809,858,11,6,2708.6000000000004,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
465,492,89,4,2707.8999999999996,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
952,1012,9,4,2704.3900000000003,1,4,3,143,Platinum,NSW,"(18.929, 36.75]"
2289,2419,51,8,2702.5,3,1,3,313,Gold,QLD,"(18.929, 36.75]"
3007,3176,24,9,2701.29,2,1,3,213,Platinum,VIC,"(36.75, 54.5]"
285,305,33,7,2700.88,2,2,3,223,Platinum,QLD,"(54.5, 72.25]"
2270,2396,0,5,2700.55,1,3,3,133,Diamond,QLD,"(54.5, 72.25]"
130,140,3,6,2699.9,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
1192,1264,2,4,2699.7099999999996,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
689,731,25,5,2695.4,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
113,122,8,5,2695.2200000000003,1,3,3,133,Diamond,QLD,"(36.75, 54.5]"
2692,2839,17,8,2693.0400000000004,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
248,265,79,4,2692.9100000000003,3,4,3,343,Silver,VIC,"(36.75, 54.5]"
345,366,115,6,2692.7,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
1855,1960,69,4,2690.06,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
379,400,134,5,2688.92,4,3,3,433,Bronze,NSW,"(54.5, 72.25]"
2233,2359,82,8,2688.57,3,1,3,313,Gold,NSW,"(18.929, 36.75]"
669,711,83,4,2685.62,3,4,3,343,Silver,VIC,"(18.929, 36.75]"
2111,2231,64,3,2685.1000000000004,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
3182,3372,31,6,2684.47,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
2800,2956,97,7,2683.6699999999996,4,2,3,423,Silver,NSW,"(36.75, 54.5]"
882,937,15,5,2680.1499999999996,1,3,3,133,Diamond,QLD,"(54.5, 72.25]"
2230,2356,146,4,2674.92,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
2043,2160,47,6,2672.77,3,3,3,333,Silver,VIC,"(18.929, 36.75]"
3179,3369,76,6,2672.2799999999997,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1675,1771,39,6,2670.1499999999996,2,3,3,233,Gold,VIC,"(18.929, 36.75]"
2792,2948,111,5,2670.13,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
1095,1161,12,4,2669.74,1,4,3,143,Platinum,VIC,"(36.75, 54.5]"
3263,3459,66,3,2667.1400000000003,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
3206,3398,65,5,2666.06,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1879,1985,0,7,2665.3,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2299,2430,115,4,2664.71,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
335,355,45,5,2662.75,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
1563,1652,96,6,2662.39,4,3,3,433,Bronze,QLD,"(54.5, 72.25]"
2501,2641,11,7,2661.4300000000003,1,2,3,123,Diamond,VIC,"(54.5, 72.25]"
2874,3034,48,5,2661.2799999999997,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
2480,2619,76,2,2659.5699999999997,3,4,3,343,Silver,NSW,"(36.75, 54.5]"
176,188,15,6,2658.87,1,3,3,133,Diamond,QLD,"(18.929, 36.75]"
3122,3302,20,5,2658.49,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
2304,2435,123,5,2656.6699999999996,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
932,991,147,6,2655.5999999999995,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
2446,2583,92,4,2652.07,4,4,3,443,Bronze,QLD,"(18.929, 36.75]"
1680,1777,70,6,2651.7599999999998,3,3,3,333,Silver,VIC,"(18.929, 36.75]"
186,199,15,4,2650.5299999999997,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
2515,2657,182,3,2648.85,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
3291,3489,108,6,2644.4399999999996,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
2080,2199,24,4,2644.0299999999997,2,4,3,243,Gold,QLD,"(54.5, 72.25]"
2824,2981,52,7,2643.87,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
2532,2675,95,5,2643.24,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
2245,2371,93,5,2642.9499999999994,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1101,1167,10,4,2641.93,1,4,3,143,Platinum,VIC,"(54.5, 72.25]"
2687,2833,16,6,2638.92,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
1461,1545,2,7,2637.4699999999993,1,2,3,123,Diamond,VIC,"(36.75, 54.5]"
1331,1409,22,5,2637.41,2,3,3,233,Gold,QLD,"(18.929, 36.75]"
1359,1437,143,3,2636.2,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
24,30,11,3,2633.95,1,4,3,143,Platinum,VIC,"(54.5, 72.25]"
3195,3386,7,5,2633.5,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
487,517,10,6,2632.16,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
900,957,38,5,2632.09,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
2809,2966,32,5,2629.22,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
52,59,22,3,2628.37,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
266,285,7,6,2626.74,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
860,913,113,4,2625.4399999999996,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
1307,1385,142,5,2624.5699999999997,4,3,3,433,Bronze,QLD,"(18.929, 36.75]"
1571,1660,76,6,2624.36,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
619,653,37,5,2623.84,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
1863,1969,17,6,2623.5599999999995,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
101,110,14,7,2621.55,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
1772,1872,3,6,2620.74,1,3,3,133,Diamond,VIC,"(18.929, 36.75]"
2311,2442,80,6,2619.5399999999995,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
376,397,45,5,2618.0,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
2649,2795,91,3,2617.2200000000003,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
3252,3448,10,5,2616.7999999999997,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
2308,2439,18,6,2615.46,2,3,3,233,Gold,QLD,"(36.75, 54.5]"
2862,3022,31,5,2614.37,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
149,160,93,2,2614.16,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
2025,2141,76,4,2611.75,3,4,3,343,Silver,QLD,"(18.929, 36.75]"
2180,2302,53,3,2611.15,3,4,3,343,Silver,QLD,"(36.75, 54.5]"
2473,2611,2,7,2609.86,1,2,3,123,Diamond,NSW,"(36.75, 54.5]"
2369,2503,108,4,2609.51,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
3165,3353,30,7,2608.4599999999996,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
182,194,108,3,2608.2799999999997,4,4,3,443,Bronze,QLD,"(54.5, 72.25]"
1478,1562,100,3,2606.7000000000003,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
2292,2422,32,5,2606.6,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
2219,2344,47,6,2605.0899999999997,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1520,1606,42,4,2602.8500000000004,2,4,3,243,Gold,QLD,"(18.929, 36.75]"
2833,2991,75,6,2602.52,3,3,3,333,Silver,NSW,"(54.5, 72.25]"
2846,3005,189,3,2602.3099999999995,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2204,2327,224,3,2601.79,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2997,3164,98,5,2601.59,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
2138,2259,161,4,2600.4900000000002,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
540,572,13,6,2600.44,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
316,336,82,5,2598.16,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
351,372,31,8,2598.1299999999997,2,1,3,213,Platinum,NSW,"(36.75, 54.5]"
236,252,62,5,2597.64,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
71,79,43,6,2597.46,2,3,3,233,Gold,NSW,"(18.929, 36.75]"
1361,1439,65,4,2597.4300000000003,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
1174,1245,71,7,2596.2300000000005,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
623,658,97,5,2596.17,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
1693,1791,117,6,2595.16,4,3,3,433,Bronze,VIC,"(54.5, 72.25]"
3226,3419,5,3,2591.33,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
93,101,8,4,2589.89,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
2322,2453,56,6,2587.7999999999997,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
94,102,42,7,2587.01,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
3204,3395,9,7,2586.85,1,2,3,123,Diamond,NSW,"(18.929, 36.75]"
2199,2322,67,4,2585.1499999999996,3,4,3,343,Silver,NSW,"(18.929, 36.75]"
2044,2161,52,5,2584.9500000000003,3,3,3,333,Silver,VIC,"(18.929, 36.75]"
2832,2990,14,7,2584.6900000000005,1,2,3,123,Diamond,NSW,"(18.929, 36.75]"
1822,1925,5,7,2584.56,1,2,3,123,Diamond,VIC,"(36.75, 54.5]"
2822,2979,114,4,2582.78,4,4,3,443,Bronze,VIC,"(54.5, 72.25]"
2317,2448,6,6,2580.59,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
3076,3252,18,7,2574.5,2,2,3,223,Platinum,NSW,"(36.75, 54.5]"
2823,2980,15,6,2573.04,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
1600,1690,16,9,2570.540000000001,1,1,3,113,Diamond,NSW,"(54.5, 72.25]"
2471,2609,187,7,2569.9399999999996,4,2,3,423,Silver,VIC,"(36.75, 54.5]"
1039,1104,11,7,2568.9700000000003,1,2,3,123,Diamond,VIC,"(54.5, 72.25]"
568,602,77,5,2568.7599999999998,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1813,1915,61,5,2568.0499999999997,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
521,553,19,6,2566.27,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
553,586,90,3,2562.4700000000003,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
2770,2924,64,6,2561.67,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
2538,2681,50,5,2561.48,3,3,3,333,Silver,NSW,"(54.5, 72.25]"
1046,1111,20,7,2561.15,2,2,3,223,Platinum,NSW,"(54.5, 72.25]"
3133,3314,58,6,2561.12,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
1642,1735,65,5,2560.9300000000003,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
64,72,22,4,2559.7799999999997,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
1090,1156,40,4,2559.66,2,4,3,243,Gold,NSW,"(54.5, 72.25]"
228,242,131,7,2558.7,4,2,3,423,Silver,QLD,"(36.75, 54.5]"
773,819,43,5,2558.04,2,3,3,233,Gold,VIC,"(36.75, 54.5]"
2143,2264,153,6,2557.62,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1194,1267,141,4,2557.49,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
99,108,10,3,2557.42,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
2750,2899,30,6,2554.49,2,3,3,233,Gold,VIC,"(54.5, 72.25]"
2240,2366,19,5,2554.42,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
390,411,187,5,2553.83,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
181,193,24,5,2551.5,2,3,3,233,Gold,QLD,"(54.5, 72.25]"
1399,1481,20,8,2551.0499999999997,2,1,3,213,Platinum,NSW,"(18.929, 36.75]"
1302,1380,198,3,2550.9400000000005,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
1545,1633,17,3,2548.92,1,4,3,143,Platinum,VIC,"(18.929, 36.75]"
3123,3303,20,5,2547.0099999999998,2,3,3,233,Gold,VIC,"(18.929, 36.75]"
2796,2952,27,5,2543.89,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
874,929,56,5,2540.35,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
1100,1166,14,6,2539.7100000000005,1,3,3,133,Diamond,VIC,"(54.5, 72.25]"
3099,3277,37,5,2535.9799999999996,2,3,3,233,Gold,QLD,"(54.5, 72.25]"
988,1050,26,6,2535.63,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
2882,3043,11,4,2535.47,1,4,3,143,Platinum,VIC,"(36.75, 54.5]"
80,88,74,6,2534.33,3,3,3,333,Silver,VIC,"(54.5, 72.25]"
612,646,110,4,2533.41,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2991,3158,16,6,2532.4,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1967,2081,11,5,2531.96,1,3,3,133,Diamond,NSW,"(18.929, 36.75]"
861,914,106,5,2530.93,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
1397,1479,69,5,2530.6,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
1343,1421,57,6,2529.62,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
3019,3190,92,8,2529.2999999999997,4,1,3,413,Silver,NSW,"(36.75, 54.5]"
1889,1996,13,7,2525.43,1,2,3,123,Diamond,NSW,"(54.5, 72.25]"
948,1008,17,4,2523.5299999999997,1,4,3,143,Platinum,NSW,"(18.929, 36.75]"
2440,2576,78,7,2522.1800000000003,3,2,3,323,Gold,NSW,"(36.75, 54.5]"
800,847,114,4,2521.58,4,4,3,443,Bronze,VIC,"(36.75, 54.5]"
605,639,8,6,2516.35,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
406,427,109,4,2515.68,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
2524,2667,98,5,2515.43,4,3,3,433,Bronze,QLD,"(18.929, 36.75]"
276,296,8,3,2515.29,1,4,3,143,Platinum,NSW,"(18.929, 36.75]"
3278,3475,3,4,2515.14,1,4,3,143,Platinum,NSW,"(18.929, 36.75]"
1708,1807,60,6,2514.9599999999996,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
2184,2306,6,4,2513.78,1,4,3,143,Platinum,VIC,"(36.75, 54.5]"
1598,1688,23,8,2511.7500000000005,2,1,3,213,Platinum,VIC,"(54.5, 72.25]"
2840,2998,66,3,2511.7,3,4,3,343,Silver,NSW,"(54.5, 72.25]"
2765,2916,24,7,2509.7999999999993,2,2,3,223,Platinum,QLD,"(36.75, 54.5]"
784,830,149,6,2506.27,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
3104,3282,16,4,2504.2799999999997,1,4,3,143,Platinum,NSW,"(36.75, 54.5]"
1293,1369,178,4,2503.4700000000003,4,4,3,443,Bronze,QLD,"(18.929, 36.75]"
1796,1897,62,7,2502.37,3,2,3,323,Gold,NSW,"(18.929, 36.75]"
1462,1546,69,6,2501.8700000000003,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
1087,1153,17,5,2501.7799999999997,1,3,3,133,Diamond,NSW,"(54.5, 72.25]"
2117,2237,38,7,2501.42,2,2,3,223,Platinum,NSW,"(54.5, 72.25]"
2673,2819,162,4,2500.31,4,4,3,443,Bronze,NSW,"(36.75, 54.5]"
2224,2349,54,5,2500.2599999999998,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
200,214,56,6,2498.8399999999997,3,3,3,333,Silver,NSW,"(36.75, 54.5]"
958,1018,26,5,2497.8,2,3,3,233,Gold,NSW,"(36.75, 54.5]"
2698,2845,47,8,2497.72,3,1,3,313,Gold,VIC,"(18.929, 36.75]"
3161,3349,221,5,2496.51,4,3,3,433,Bronze,NSW,"(36.75, 54.5]"
2039,2156,113,6,2495.4300000000003,4,3,3,433,Bronze,VIC,"(18.929, 36.75]"
3287,3485,25,3,2491.47,2,4,3,243,Gold,NSW,"(36.75, 54.5]"
761,807,80,4,2491.13,3,4,3,343,Silver,VIC,"(18.929, 36.75]"
2684,2830,95,5,2490.7599999999998,4,3,3,433,Bronze,VIC,"(36.75, 54.5]"
2338,2471,13,5,2490.66,1,3,3,133,Diamond,VIC,"(36.75, 54.5]"
618,652,5,9,2488.9,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
572,606,55,6,2488.5299999999997,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
2924,3088,3,7,2487.23,1,2,3,123,Diamond,NSW,"(54.5, 72.25]"
830,881,147,3,2481.43,4,4,3,443,Bronze,NSW,"(54.5, 72.25]"
624,659,146,3,2481.28,4,4,3,443,Bronze,NSW,"(18.929, 36.75]"
419,440,11,8,2481.1899999999996,1,1,3,113,Diamond,VIC,"(36.75, 54.5]"
1151,1220,66,5,2476.2700000000004,3,3,3,333,Silver,QLD,"(36.75, 54.5]"
998,1060,187,6,2475.2799999999997,4,3,3,433,Bronze,QLD,"(36.75, 54.5]"
133,143,13,4,2474.77,1,4,3,143,Platinum,QLD,"(36.75, 54.5]"
2391,2526,53,6,2467.1400000000003,3,3,3,333,Silver,NSW,"(18.929, 36.75]"
2810,2967,10,3,2466.2799999999997,1,4,3,143,Platinum,QLD,"(36.75, 54.5]"
736,779,82,5,2465.8100000000004,3,3,3,333,Silver,VIC,"(36.75, 54.5]"
3167,3355,0,5,2464.61,1,3,3,133,Diamond,NSW,"(36.75, 54.5]"
1278,1354,74,3,2464.54,3,4,3,343,Silver,VIC,"(54.5, 72.25]"
953,1013,95,6,2463.79,4,3,3,433,Bronze,NSW,"(18.929, 36.75]"
